-18,-13.4403409090909,-32.6992857142857,13.7935416666667,3.89878899835796
-16,-13.443743890518,-28.3883655394525,11.5342650103519,2.57894021739131
-17,-13.1136480386052,-29.8869047619048,11.6495463709677,2.97818101792574
-16,-13.8088276053216,-30.0495588235294,13.4983333333333,2.8062402551382
-16.5,-13.054889068469,-28.3025,12.1390714285714,3.1079454787234
-17,-13.5869101123596,-29.8118295019157,12.0915760869565,2.78486675126904
-16,-13.4431091101695,-28.8395925925926,10.5453984819734,2.30135918811163
-16,-13.0692646888734,-27.0196428571428,11.1152380952381,2.32812109862671
-17,-13.3130952380953,-28.3594919786096,10.3180147058824,3.03721305595408
-16,-13.0453724162509,-28.5288095238095,13.3317307692307,2.7723028169014
-16,-13.1453590425532,-27.8614695340502,10.275,2.00775193798449
-16,-13.9115008351229,-28.1796875,12.51375,1.78598783263305
-15,-13.6080063829788,-27.42,10.4709294871795,1.84605614973262
-16,-13.6664837576822,-27.9925,11.5328349282297,2.1053490990991
-15,-12.492454954955,-26.5203846153846,10.4297619047619,1.79383779264215
-15,-13.0241020715001,-26.6702777777778,9.78928571428571,1.87058321479374
-15,-13.1951111111111,-26.4350815850816,10.9488636363637,1.95358235514486
-16.5,-14.1282222222222,-29.5776315789474,12.3359649122807,2.59037772087068
-17,-14.3638318670577,-27.8641812865497,10.9547892720306,2.50089699074073
-15.5,-13.5072661188369,-28.4339285714286,12.3226363636363,1.94839691558442
-15.5,-13.166114096383,-29.8684121621622,13.8684121621622,1.79609182649929
-16.5,-14.8263558201058,-29.3461397058824,12.349375,2.18593848085373
-17,-13.6252986993346,-32.2052631578947,13.5058881578948,2.65981646825396
-17,-13.9655785123967,-28.5053191489361,12.6966183574879,2.36270289855073
-16.5,-14.039544223138,-28.7471590909091,12.56875,2.55776703042328
-17,-13.6984318181818,-29.5845238095238,12.2305764411027,3.32626785714285
-17,-14.2733774038462,-30.7305,14.5938333333334,2.01974609118381
-16.5,-13.5580555555556,-30.13140625,12.1818181818182,2.86925447454558
-17,-13.4217992272362,-31.1890625,13.9765873015873,2.59263929980276
-17,-13.4187329293274,-30.4835858585858,13.3364177489178,3.88910607196402
-17,-14.1693955437184,-31.891341991342,13.5277056277056,3.11108304906849
-17,-13.7397246376812,-33.1334677419355,15.6803571428572,3.03571737251513
-18.5,-15.1597780917553,-32.971164021164,15.7590861344538,2.91762952302632
-17,-13.5791257875788,-32.2472049689441,13.8553894927536,2.69146758382074
-17,-15.0321138211382,-32.5225,15.5449675324675,2.50685483870967
-17,-14.2240414958145,-31.8096875,12.2525625,2.38756123559829
-16.5,-14.9004869457107,-31.9415760869565,14.8909206081081,1.58178250112461
-17,-14.8673720792665,-29.7175,13.6369318181818,2.22573636363636
-17,-15.0247162520118,-30.38625,14.198275862069,2.53481338481339
-16,-14.6852374551972,-30.4102272727272,14.4560317460317,1.9023517258143
-18,-14.5348309366499,-32.935153256705,14.7913888888889,2.25765165544965
-17.5,-14.1479085603113,-31.3312678062678,13.5883097165992,2.41666115666049
-17,-14.9015759691152,-31.3464285714286,13.3832066869301,3.18335978004713
-17,-12.8002075351213,-31.7749338624338,14.3334422657952,2.86722661396575
-16.5,-13.2524534493284,-30.5805555555555,14.0201388888889,2.9321530511811
-15,-12.2123607026776,-28.8523958333334,13.8463345864662,2.59086466165413
-16,-13.2738676075269,-29.1308497536946,11.4532142857143,3.18738970588235
-17,-13.2078945735473,-31.9251219512195,14.0657142857143,3.35476483120288
-17,-13.1581034482758,-30.7378205128205,13.5850619195046,4.56174999999999
-16,-13.041831412314,-30.2786616161616,15.120707070707,2.89586490226604
-16,-13.7883029801324,-31.9636488970588,16,2.58347381864623
-16,-13.441556372549,-29.3898459383754,13.9163978494624,4.00994675090253
-14,-11.1128663223637,-29.7410119047619,15.2330952380952,2.51349553027226
-15,-11.3015353152434,-29.9709478021978,15.5594155844156,3.34056677018634
-15.5,-11.7112538417211,-32.9181286549708,16.79016563147,3.52886243386242
-14,-10.0614834337349,-28.6595588235294,14.5050245098039,2.92503604577814
-15,-10.6007548515982,-26.1709415584416,13.8576388888889,3.66298653846153
-13,-9.20388409860347,-26.8276315789473,13.3276315789474,2.39465219421102
-13,-11.0285641238253,-29.5738095238095,14.1552884615385,2.0941961584997
-13,-10.0158493545092,-27.9097222222222,14.810625,2.14046632332823
-12,-9.17246085792445,-25.821875,13.225,2.70933447749808
-12.5,-9.44010047425806,-29.807525083612,16.0514508928571,2.77745314940135
-13,-10.1263075374832,-30.0819711538462,18.2230555555555,2.45803456517742
-12.5,-9.28330555886204,-32.256328369906,19.2138888888889,2.68168202764977
-12,-9.869264619237,-29.6860754985755,17.1620370370371,1.89284009203336
-11,-9.20264562633938,-32.0017992424243,18.8011554621849,2.01446126837832
-12,-9.18199745547074,-31.4828125,19.7014705882353,2.0078947368421
-12,-8.23586187639613,-30.3314102564103,18.1661458333334,3.01123464468978
-12,-8.33895784543325,-29.8135416666667,18.6543512658228,3.11978458049887
-10,-7.86668564302754,-32.3376096491229,21.6089285714285,2.46185740272066
-11,-8.44212866550346,-29.1689393939394,19.6007142857143,1.829101343785
-12,-7.90082175925927,-30.8585164835164,18.8642973856209,2.90881174899866
-11,-7.76421207264958,-31.2645833333333,18.35,2.69393503289473
